observation_id,canonical_player_id,canonical_player_name,player_name,display_name,team,team_code,birth_date,age_at_rating,game_title,work,version,official_version,archive_version,update_date,rating_reference_date,rating_reference_season,rating_reference_description,performance_season_used,speed,trajectory,contact,power,arm,fielding,catching,position_code,slot,previous_speed,speed_change,abs_speed_change,days_since_previous_rating,change_class,source,source_url,official_update_url,source_confidence,identity_confidence,identity_method,conflict_flag
2016:default:BA:45,proeye:81685118,山崎　憲晴,山崎　憲晴,山 崎,横浜DeNAベイスターズ,BA,,,実況パワフルプロ野球2016,2016,archive_default_unversioned,,default,2016-04-28,,2016,Title-release snapshot; BASELESS default is not an official version label.,,56,2,21,47,56,70,60,i,45,,,,,,BASELESS archived active-roster player-data page for numeric ability; KONAMI official page for version/date metadata.,https://www.baseless.org/data/source/2016/dat_BA.html,https://www.konami.com/pawa/2016/,medium,low,unique_name_fragment_team_all_available_seasons,archive_default_not_official_version
2016:default:BA:46,proeye:51455137,宮﨑　敏郎,宮﨑　敏郎,宮 﨑,横浜DeNAベイスターズ,BA,,,実況パワフルプロ野球2016,2016,archive_default_unversioned,,default,2016-04-28,,2016,Title-release snapshot; BASELESS default is not an official version label.,,55,3,65,58,48,42,43,i,46,,,,,,BASELESS archived active-roster player-data page for numeric ability; KONAMI official page for version/date metadata.,https://www.baseless.org/data/source/2016/dat_BA.html,https://www.konami.com/pawa/2016/,medium,medium,unique_prefix_team_reference_season,archive_default_not_official_version
2016:default:BA:47,proeye:81885130,山下　幸輝,山下　幸輝,山下幸,横浜DeNAベイスターズ,BA,,,実況パワフルプロ野球2016,2016,archive_default_unversioned,,default,2016-04-28,,2016,Title-release snapshot; BASELESS default is not an official version label.,,62,2,25,46,75,50,43,i,47,,,,,,BASELESS archived active-roster player-data page for numeric ability; KONAMI official page for version/date metadata.,https://www.baseless.org/data/source/2016/dat_BA.html,https://www.konami.com/pawa/2016/,medium,medium,unique_prefix_team_reference_season,archive_default_not_official_version
2016:default:BA:48,proeye:41945135,白根　尚貴,白根　尚貴,白 根,横浜DeNAベイスターズ,BA,,,実況パワフルプロ野球2016,2016,archive_default_unversioned,,default,2016-04-28,,2016,Title-release snapshot; BASELESS default is not an official version label.,,35,3,29,51,61,35,42,i,48,,,,,,BASELESS archived active-roster player-data page for numeric ability; KONAMI official page for version/date metadata.,https://www.baseless.org/data/source/2016/dat_BA.html,https://www.konami.com/pawa/2016/,medium,medium,unique_prefix_team_reference_season,archive_default_not_official_version
2016:default:BA:49,proeye:31835130,百瀬　大騎,百瀬　大騎,百 瀬,横浜DeNAベイスターズ,BA,,,実況パワフルプロ野球2016,2016,archive_default_unversioned,,default,2016-04-28,,2016,Title-release snapshot; BASELESS default is not an official version label.,,78,1,14,21,57,36,29,i,49,,,,,,BASELESS archived active-roster player-data page for numeric ability; KONAMI official page for version/date metadata.,https://www.baseless.org/data/source/2016/dat_BA.html,https://www.konami.com/pawa/2016/,medium,low,unique_name_fragment_team_all_available_seasons,archive_default_not_official_version
2016:default:BA:50,proeye:41945132,柴田　竜拓,柴田　竜拓,柴 田,横浜DeNAベイスターズ,BA,,,実況パワフルプロ野球2016,2016,archive_default_unversioned,,default,2016-04-28,,2016,Title-release snapshot; BASELESS default is not an official version label.,,58,2,20,30,45,69,68,i,50,,,,,,BASELESS archived active-roster player-data page for numeric ability; KONAMI official page for version/date metadata.,https://www.baseless.org/data/source/2016/dat_BA.html,https://www.konami.com/pawa/2016/,medium,medium,unique_prefix_team_reference_season,archive_default_not_official_version
2016:default:BA:51,proeye:91195110,石川　雄洋,石川　雄洋,石 川,横浜DeNAベイスターズ,BA,,,実況パワフルプロ野球2016,2016,archive_default_unversioned,,default,2016-04-28,,2016,Title-release snapshot; BASELESS default is not an official version label.,,70,2,44,53,48,60,46,io,51,,,,,,BASELESS archived active-roster player-data page for numeric ability; KONAMI official page for version/date metadata.,https://www.baseless.org/data/source/2016/dat_BA.html,https://www.konami.com/pawa/2016/,medium,medium,unique_prefix_team_reference_season,archive_default_not_official_version
2016:default:BA:52,proeye:73975132,Ｊ．ロマック,Ｊ．ロマック,ロマック,横浜DeNAベイスターズ,BA,,,実況パワフルプロ野球2016,2016,archive_default_unversioned,,default,2016-04-28,,2016,Title-release snapshot; BASELESS default is not an official version label.,,59,4,41,72,66,37,22,io,52,,,,,,BASELESS archived active-roster player-data page for numeric ability; KONAMI official page for version/date metadata.,https://www.baseless.org/data/source/2016/dat_BA.html,https://www.konami.com/pawa/2016/,medium,high,exact_name_team_reference_season,archive_default_not_official_version
2016:default:BA:53,proeye:11915117,Ｇ後藤武敏,Ｇ後藤武敏,後 藤,横浜DeNAベイスターズ,BA,,,実況パワフルプロ野球2016,2016,archive_default_unversioned,,default,2016-04-28,,2016,Title-release snapshot; BASELESS default is not an official version label.,,31,3,35,67,39,35,30,io,53,,,,,,BASELESS archived active-roster player-data page for numeric ability; KONAMI official page for version/date metadata.,https://www.baseless.org/data/source/2016/dat_BA.html,https://www.konami.com/pawa/2016/,medium,medium,unique_prefix_team_reference_season,archive_default_not_official_version
2016:default:BA:54,unresolved:2016:default:BA:54:渡辺雄,渡邊雄,渡邊雄,渡邊雄,横浜DeNAベイスターズ,BA,,,実況パワフルプロ野球2016,2016,archive_default_unversioned,,default,2016-04-28,,2016,Title-release snapshot; BASELESS default is not an official version label.,,57,2,18,44,59,42,43,io,54,,,,,,BASELESS archived active-roster player-data page for numeric ability; KONAMI official page for version/date metadata.,https://www.baseless.org/data/source/2016/dat_BA.html,https://www.konami.com/pawa/2016/,medium,unresolved,no_local_canonical_match,archive_default_not_official_version
2016:default:BA:55,proeye:71375116,内村　賢介,内村　賢介,内 村,横浜DeNAベイスターズ,BA,,,実況パワフルプロ野球2016,2016,archive_default_unversioned,,default,2016-04-28,,2016,Title-release snapshot; BASELESS default is not an official version label.,,86,1,23,40,54,75,58,io,55,,,,,,BASELESS archived active-roster player-data page for numeric ability; KONAMI official page for version/date metadata.,https://www.baseless.org/data/source/2016/dat_BA.html,https://www.konami.com/pawa/2016/,medium,low,unique_name_fragment_team_all_available_seasons,archive_default_not_official_version
2016:default:BA:56,proeye:61565114,梶谷　隆幸,梶谷　隆幸,梶 谷,横浜DeNAベイスターズ,BA,,,実況パワフルプロ野球2016,2016,archive_default_unversioned,,default,2016-04-28,,2016,Title-release snapshot; BASELESS default is not an official version label.,,82,3,53,62,68,60,50,oi,56,,,,,,BASELESS archived active-roster player-data page for numeric ability; KONAMI official page for version/date metadata.,https://www.baseless.org/data/source/2016/dat_BA.html,https://www.konami.com/pawa/2016/,medium,medium,unique_prefix_team_reference_season,archive_default_not_official_version
2016:default:BA:57,proeye:41945131,筒香　嘉智,筒香　嘉智,筒 香,横浜DeNAベイスターズ,BA,,,実況パワフルプロ野球2016,2016,archive_default_unversioned,,default,2016-04-28,,2016,Title-release snapshot; BASELESS default is not an official version label.,,52,4,70,79,59,50,41,oi,57,,,,,,BASELESS archived active-roster player-data page for numeric ability; KONAMI official page for version/date metadata.,https://www.baseless.org/data/source/2016/dat_BA.html,https://www.konami.com/pawa/2016/,medium,medium,unique_prefix_team_reference_season,archive_default_not_official_version
2016:default:BA:58,proeye:51755135,桑原　将志,桑原　将志,桑 原,横浜DeNAベイスターズ,BA,,,実況パワフルプロ野球2016,2016,archive_default_unversioned,,default,2016-04-28,,2016,Title-release snapshot; BASELESS default is not an official version label.,,70,2,27,52,62,57,52,oi,58,,,,,,BASELESS archived active-roster player-data page for numeric ability; KONAMI official page for version/date metadata.,https://www.baseless.org/data/source/2016/dat_BA.html,https://www.konami.com/pawa/2016/,medium,medium,unique_prefix_team_reference_season,archive_default_not_official_version
2016:default:BA:59,proeye:91395115,井手　正太郎,井手　正太郎,井 手,横浜DeNAベイスターズ,BA,,,実況パワフルプロ野球2016,2016,archive_default_unversioned,,default,2016-04-28,,2016,Title-release snapshot; BASELESS default is not an official version label.,,55,3,45,56,53,55,47,oi,59,,,,,,BASELESS archived active-roster player-data page for numeric ability; KONAMI official page for version/date metadata.,https://www.baseless.org/data/source/2016/dat_BA.html,https://www.konami.com/pawa/2016/,medium,medium,unique_prefix_team_reference_season,archive_default_not_official_version
2016:default:BA:60,proeye:51655118,松本　啓二朗,松本　啓二朗,松本啓,横浜DeNAベイスターズ,BA,,,実況パワフルプロ野球2016,2016,archive_default_unversioned,,default,2016-04-28,,2016,Title-release snapshot; BASELESS default is not an official version label.,,70,3,50,52,76,55,53,oi,60,,,,,,BASELESS archived active-roster player-data page for numeric ability; KONAMI official page for version/date metadata.,https://www.baseless.org/data/source/2016/dat_BA.html,https://www.konami.com/pawa/2016/,medium,medium,unique_prefix_team_reference_season,archive_default_not_official_version
2016:default:BA:61,proeye:01105133,荒波　翔,荒波　翔,荒 波,横浜DeNAベイスターズ,BA,,,実況パワフルプロ野球2016,2016,archive_default_unversioned,,default,2016-04-28,,2016,Title-release snapshot; BASELESS default is not an official version label.,,84,2,61,54,70,69,54,o,61,,,,,,BASELESS archived active-roster player-data page for numeric ability; KONAMI official page for version/date metadata.,https://www.baseless.org/data/source/2016/dat_BA.html,https://www.konami.com/pawa/2016/,medium,medium,unique_prefix_team_reference_season,archive_default_not_official_version
2016:default:BA:62,proeye:81985114,下園　辰哉,下園　辰哉,下 園,横浜DeNAベイスターズ,BA,,,実況パワフルプロ野球2016,2016,archive_default_unversioned,,default,2016-04-28,,2016,Title-release snapshot; BASELESS default is not an official version label.,,53,2,56,52,46,47,39,o,62,,,,,,BASELESS archived active-roster player-data page for numeric ability; KONAMI official page for version/date metadata.,https://www.baseless.org/data/source/2016/dat_BA.html,https://www.konami.com/pawa/2016/,medium,medium,unique_prefix_team_reference_season,archive_default_not_official_version
2016:default:BA:63,proeye:31935139,関根　大気,関根　大気,関 根,横浜DeNAベイスターズ,BA,,,実況パワフルプロ野球2016,2016,archive_default_unversioned,,default,2016-04-28,,2016,Title-release snapshot; BASELESS default is not an official version label.,,77,2,34,50,67,54,40,o,63,,,,,,BASELESS archived active-roster player-data page for numeric ability; KONAMI official page for version/date metadata.,https://www.baseless.org/data/source/2016/dat_BA.html,https://www.konami.com/pawa/2016/,medium,medium,unique_prefix_team_reference_season,archive_default_not_official_version
2016:default:BA:64,proeye:41345135,乙坂　智,乙坂　智,乙 坂,横浜DeNAベイスターズ,BA,,,実況パワフルプロ野球2016,2016,archive_default_unversioned,,default,2016-04-28,,2016,Title-release snapshot; BASELESS default is not an official version label.,,68,3,31,53,60,52,42,o,64,,,,,,BASELESS archived active-roster player-data page for numeric ability; KONAMI official page for version/date metadata.,https://www.baseless.org/data/source/2016/dat_BA.html,https://www.konami.com/pawa/2016/,medium,medium,unique_prefix_team_reference_season,archive_default_not_official_version
2016:default:BA:65,unresolved:2016:default:BA:65:青柳,青 柳,青 柳,青 柳,横浜DeNAベイスターズ,BA,,,実況パワフルプロ野球2016,2016,archive_default_unversioned,,default,2016-04-28,,2016,Title-release snapshot; BASELESS default is not an official version label.,,65,3,16,42,63,30,30,o,65,,,,,,BASELESS archived active-roster player-data page for numeric ability; KONAMI official page for version/date metadata.,https://www.baseless.org/data/source/2016/dat_BA.html,https://www.konami.com/pawa/2016/,medium,unresolved,no_local_canonical_match,archive_default_not_official_version
2016:default:C:32,proeye:51355115,石原　慶幸,石原　慶幸,石 原,広島東洋カープ,C,,,実況パワフルプロ野球2016,2016,archive_default_unversioned,,default,2016-04-28,,2016,Title-release snapshot; BASELESS default is not an official version label.,,43,3,44,51,68,60,85,c,32,,,,,,BASELESS archived active-roster player-data page for numeric ability; KONAMI official page for version/date metadata.,https://www.baseless.org/data/source/2016/dat_C.html,https://www.konami.com/pawa/2016/,medium,medium,unique_prefix_team_reference_season,archive_default_not_official_version
2016:default:C:33,unresolved:2016:default:C:33:倉,倉,倉,倉,広島東洋カープ,C,,,実況パワフルプロ野球2016,2016,archive_default_unversioned,,default,2016-04-28,,2016,Title-release snapshot; BASELESS default is not an official version label.,,46,2,29,48,57,40,68,c,33,,,,,,BASELESS archived active-roster player-data page for numeric ability; KONAMI official page for version/date metadata.,https://www.baseless.org/data/source/2016/dat_C.html,https://www.konami.com/pawa/2016/,medium,unresolved,no_local_canonical_match,archive_default_not_official_version
2016:default:C:34,proeye:81185133,磯村　嘉孝,磯村　嘉孝,磯 村,広島東洋カープ,C,,,実況パワフルプロ野球2016,2016,archive_default_unversioned,,default,2016-04-28,,2016,Title-release snapshot; BASELESS default is not an official version label.,,39,2,39,47,56,39,41,c,34,,,,,,BASELESS archived active-roster player-data page for numeric ability; KONAMI official page for version/date metadata.,https://www.baseless.org/data/source/2016/dat_C.html,https://www.konami.com/pawa/2016/,medium,medium,unique_prefix_team_reference_season,archive_default_not_official_version
2016:default:C:35,unresolved:2016:default:C:35:多田,多 田,多 田,多 田,広島東洋カープ,C,,,実況パワフルプロ野球2016,2016,archive_default_unversioned,,default,2016-04-28,,2016,Title-release snapshot; BASELESS default is not an official version label.,,44,3,10,45,72,39,44,c,35,,,,,,BASELESS archived active-roster player-data page for numeric ability; KONAMI official page for version/date metadata.,https://www.baseless.org/data/source/2016/dat_C.html,https://www.konami.com/pawa/2016/,medium,unresolved,no_local_canonical_match,archive_default_not_official_version
2016:default:C:36,proeye:81685132,船越　涼太,船越　涼太,船 越,広島東洋カープ,C,,,実況パワフルプロ野球2016,2016,archive_default_unversioned,,default,2016-04-28,,2016,Title-release snapshot; BASELESS default is not an official version label.,,50,1,16,40,73,42,45,c,36,,,,,,BASELESS archived active-roster player-data page for numeric ability; KONAMI official page for version/date metadata.,https://www.baseless.org/data/source/2016/dat_C.html,https://www.konami.com/pawa/2016/,medium,medium,unique_prefix_team_reference_season,archive_default_not_official_version
2016:default:C:37,unresolved:2016:default:C:37:中村亘,中村亘,中村亘,中村亘,広島東洋カープ,C,,,実況パワフルプロ野球2016,2016,archive_default_unversioned,,default,2016-04-28,,2016,Title-release snapshot; BASELESS default is not an official version label.,,40,3,15,53,70,35,51,c,37,,,,,,BASELESS archived active-roster player-data page for numeric ability; KONAMI official page for version/date metadata.,https://www.baseless.org/data/source/2016/dat_C.html,https://www.konami.com/pawa/2016/,medium,unresolved,no_local_canonical_match,archive_default_not_official_version
2016:default:C:38,proeye:31135114,會澤　翼,會澤　翼,會 澤,広島東洋カープ,C,,,実況パワフルプロ野球2016,2016,archive_default_unversioned,,default,2016-04-28,,2016,Title-release snapshot; BASELESS default is not an official version label.,,44,3,40,64,66,46,41,coi,38,,,,,,BASELESS archived active-roster player-data page for numeric ability; KONAMI official page for version/date metadata.,https://www.baseless.org/data/source/2016/dat_C.html,https://www.konami.com/pawa/2016/,medium,medium,unique_prefix_team_reference_season,archive_default_not_official_version
2016:default:C:39,proeye:41745119,白濱　裕太,白濱　裕太,白 濱,広島東洋カープ,C,,,実況パワフルプロ野球2016,2016,archive_default_unversioned,,default,2016-04-28,,2016,Title-release snapshot; BASELESS default is not an official version label.,,36,2,30,40,60,42,54,ci,39,,,,,,BASELESS archived active-roster player-data page for numeric ability; KONAMI official page for version/date metadata.,https://www.baseless.org/data/source/2016/dat_C.html,https://www.konami.com/pawa/2016/,medium,medium,unique_prefix_team_reference_season,archive_default_not_official_version
2016:default:C:40,proeye:61565135,菊池　涼介,菊池　涼介,菊 池,広島東洋カープ,C,,,実況パワフルプロ野球2016,2016,archive_default_unversioned,,default,2016-04-28,,2016,Title-release snapshot; BASELESS default is not an official version label.,,82,3,50,57,76,97,48,i,40,,,,,,BASELESS archived active-roster player-data page for numeric ability; KONAMI official page for version/date metadata.,https://www.baseless.org/data/source/2016/dat_C.html,https://www.konami.com/pawa/2016/,medium,medium,unique_prefix_team_reference_season,archive_default_not_official_version
2016:default:C:41,proeye:53155137,Ｈ．ルナ,Ｈ．ルナ,ル ナ,広島東洋カープ,C,,,実況パワフルプロ野球2016,2016,archive_default_unversioned,,default,2016-04-28,,2016,Title-release snapshot; BASELESS default is not an official version label.,,63,3,62,57,66,50,37,i,41,,,,,,BASELESS archived active-roster player-data page for numeric ability; KONAMI official page for version/date metadata.,https://www.baseless.org/data/source/2016/dat_C.html,https://www.konami.com/pawa/2016/,medium,high,exact_name_team_reference_season,archive_default_not_official_version
2016:default:C:42,proeye:01103888,新井　貴浩,新井　貴浩,新 井,広島東洋カープ,C,,,実況パワフルプロ野球2016,2016,archive_default_unversioned,,default,2016-04-28,,2016,Title-release snapshot; BASELESS default is not an official version label.,,44,3,55,56,47,53,60,i,42,,,,,,BASELESS archived active-roster player-data page for numeric ability; KONAMI official page for version/date metadata.,https://www.baseless.org/data/source/2016/dat_C.html,https://www.konami.com/pawa/2016/,medium,medium,unique_prefix_team_reference_season,archive_default_not_official_version
2016:default:C:43,unresolved:2016:default:C:43:梵,梵,梵,梵,広島東洋カープ,C,,,実況パワフルプロ野球2016,2016,archive_default_unversioned,,default,2016-04-28,,2016,Title-release snapshot; BASELESS default is not an official version label.,,59,3,29,58,60,62,50,i,43,,,,,,BASELESS archived active-roster player-data page for numeric ability; KONAMI official page for version/date metadata.,https://www.baseless.org/data/source/2016/dat_C.html,https://www.konami.com/pawa/2016/,medium,unresolved,no_local_canonical_match,archive_default_not_official_version
2016:default:C:44,proeye:61965139,田中　広輔,田中　広輔,田 中,広島東洋カープ,C,,,実況パワフルプロ野球2016,2016,archive_default_unversioned,,default,2016-04-28,,2016,Title-release snapshot; BASELESS default is not an official version label.,,69,3,62,56,58,82,51,i,44,,,,,,BASELESS archived active-roster player-data page for numeric ability; KONAMI official page for version/date metadata.,https://www.baseless.org/data/source/2016/dat_C.html,https://www.konami.com/pawa/2016/,medium,medium,unique_prefix_team_reference_season,archive_default_not_official_version
2016:default:C:45,proeye:51755116,小窪　哲也,小窪　哲也,小 窪,広島東洋カープ,C,,,実況パワフルプロ野球2016,2016,archive_default_unversioned,,default,2016-04-28,,2016,Title-release snapshot; BASELESS default is not an official version label.,,49,2,34,49,49,48,43,i,45,,,,,,BASELESS archived active-roster player-data page for numeric ability; KONAMI official page for version/date metadata.,https://www.baseless.org/data/source/2016/dat_C.html,https://www.konami.com/pawa/2016/,medium,medium,unique_prefix_team_reference_season,archive_default_not_official_version
2016:default:C:46,proeye:91195116,安部　友裕,安部　友裕,安 部,広島東洋カープ,C,,,実況パワフルプロ野球2016,2016,archive_default_unversioned,,default,2016-04-28,,2016,Title-release snapshot; BASELESS default is not an official version label.,,72,2,44,46,66,60,47,i,46,,,,,,BASELESS archived active-roster player-data page for numeric ability; KONAMI official page for version/date metadata.,https://www.baseless.org/data/source/2016/dat_C.html,https://www.konami.com/pawa/2016/,medium,medium,unique_prefix_team_reference_season,archive_default_not_official_version
2016:default:C:47,proeye:81785131,庄司　隼人,庄司　隼人,庄 司,広島東洋カープ,C,,,実況パワフルプロ野球2016,2016,archive_default_unversioned,,default,2016-04-28,,2016,Title-release snapshot; BASELESS default is not an official version label.,,52,2,34,42,64,55,42,i,47,,,,,,BASELESS archived active-roster player-data page for numeric ability; KONAMI official page for version/date metadata.,https://www.baseless.org/data/source/2016/dat_C.html,https://www.konami.com/pawa/2016/,medium,medium,unique_prefix_team_reference_season,archive_default_not_official_version
2016:default:C:48,proeye:11415137,美間　優槻,美間　優槻,美 間,広島東洋カープ,C,,,実況パワフルプロ野球2016,2016,archive_default_unversioned,,default,2016-04-28,,2016,Title-release snapshot; BASELESS default is not an official version label.,,49,3,39,49,77,20,30,i,48,,,,,,BASELESS archived active-roster player-data page for numeric ability; KONAMI official page for version/date metadata.,https://www.baseless.org/data/source/2016/dat_C.html,https://www.konami.com/pawa/2016/,medium,low,unique_name_fragment_team_all_available_seasons,archive_default_not_official_version
2016:default:C:49,proeye:31335137,上本　崇司,上本　崇司,上 本,広島東洋カープ,C,,,実況パワフルプロ野球2016,2016,archive_default_unversioned,,default,2016-04-28,,2016,Title-release snapshot; BASELESS default is not an official version label.,,62,3,32,39,60,60,70,i,49,,,,,,BASELESS archived active-roster player-data page for numeric ability; KONAMI official page for version/date metadata.,https://www.baseless.org/data/source/2016/dat_C.html,https://www.konami.com/pawa/2016/,medium,medium,unique_prefix_team_reference_season,archive_default_not_official_version
2016:default:C:50,proeye:21725130,桒原　樹,桒原　樹,桒 原,広島東洋カープ,C,,,実況パワフルプロ野球2016,2016,archive_default_unversioned,,default,2016-04-28,,2016,Title-release snapshot; BASELESS default is not an official version label.,,64,3,10,49,62,42,39,i,50,,,,,,BASELESS archived active-roster player-data page for numeric ability; KONAMI official page for version/date metadata.,https://www.baseless.org/data/source/2016/dat_C.html,https://www.konami.com/pawa/2016/,medium,low,unique_name_fragment_team_all_available_seasons,archive_default_not_official_version
2016:default:C:51,proeye:71475132,西川　龍馬,西川　龍馬,西 川,広島東洋カープ,C,,,実況パワフルプロ野球2016,2016,archive_default_unversioned,,default,2016-04-28,,2016,Title-release snapshot; BASELESS default is not an official version label.,,69,2,37,39,58,55,51,i,51,,,,,,BASELESS archived active-roster player-data page for numeric ability; KONAMI official page for version/date metadata.,https://www.baseless.org/data/source/2016/dat_C.html,https://www.konami.com/pawa/2016/,medium,medium,unique_prefix_team_reference_season,archive_default_not_official_version
2016:default:C:52,proeye:13515135,Ｂ．エルドレッド,Ｂ．エルドレッド,エルドレッド,広島東洋カープ,C,,,実況パワフルプロ野球2016,2016,archive_default_unversioned,,default,2016-04-28,,2016,Title-release snapshot; BASELESS default is not an official version label.,,48,4,27,84,71,61,45,io,52,,,,,,BASELESS archived active-roster player-data page for numeric ability; KONAMI official page for version/date metadata.,https://www.baseless.org/data/source/2016/dat_C.html,https://www.konami.com/pawa/2016/,medium,high,exact_name_team_reference_season,archive_default_not_official_version
2016:default:C:53,proeye:61965131,堂林　翔太,堂林　翔太,堂 林,広島東洋カープ,C,,,実況パワフルプロ野球2016,2016,archive_default_unversioned,,default,2016-04-28,,2016,Title-release snapshot; BASELESS default is not an official version label.,,56,3,40,54,70,59,45,io,53,,,,,,BASELESS archived active-roster player-data page for numeric ability; KONAMI official page for version/date metadata.,https://www.baseless.org/data/source/2016/dat_C.html,https://www.konami.com/pawa/2016/,medium,medium,unique_prefix_team_reference_season,archive_default_not_official_version
